Date;Location;Rainfall;WindGustDir;WindGustSpeed;WindSpeed3pm;Humidity3pm;Pressure3pm;Cloud3pm;Temp3pm
31.03.2010;Sydney;14;NA;NA;30;67;1017.5;6;22
01.04.2010;Sydney;0.2;NA;NA;19;45;1016.3;1;24.8
02.04.2010;Sydney;0;NA;NA;24;46;1018.5;2;24.3
03.04.2010;Sydney;0;NA;NA;15;56;1020;3;22.1
04.04.2010;Sydney;6.8;NA;NA;19;59;1020.5;6;20.7
05.04.2010;Sydney;1.2;NA;NA;7;64;1019;7;20.5
06.04.2010;Sydney;0.8;NA;NA;17;62;1017.6;7;22.4
07.04.2010;Sydney;3.8;NA;NA;22;65;1012.3;7;24.5
08.04.2010;Sydney;3;NA;NA;17;71;1011.8;3;24.3
09.04.2010;Sydney;4.4;NA;NA;20;55;1011.1;6;22.4
10.04.2010;Sydney;0;NA;NA;17;41;1007.6;1;27.6
11.04.2010;Sydney;0;NA;NA;20;33;1006;3;27.7
12.04.2010;Sydney;0;NA;NA;20;22;1011.7;2;24.2
13.04.2010;Sydney;0;NA;NA;19;46;1020.3;1;21.3
14.04.2010;Sydney;0;NA;NA;17;49;1019.3;2;23
15.04.2010;Sydney;0;NA;NA;19;62;1020.5;3;23.3
16.04.2010;Sydney;0;NA;NA;15;64;1025.1;6;21.8
17.04.2010;Sydney;0.6;NA;NA;15;63;1026;3;24.2
18.04.2010;Sydney;0;NA;NA;13;66;1024.3;2;23.6
19.04.2010;Sydney;0;NA;NA;13;65;1023.7;2;24.2
20.04.2010;Sydney;0;NA;NA;15;57;1021.7;5;24.4
21.04.2010;Sydney;0;NA;NA;20;63;1020.4;1;23.9
22.04.2010;Sydney;0;NA;NA;19;63;1019.4;1;23.9
23.04.2010;Sydney;0;NA;NA;11;50;1016;1;26.5
24.04.2010;Sydney;0;NA;NA;20;49;1009.9;7;26.4
25.04.2010;Sydney;8.8;NA;NA;20;70;1013.5;5;19.2
26.04.2010;Sydney;0.4;NA;NA;15;46;1022.3;1;21.5
27.04.2010;Sydney;0;NA;NA;11;41;1017.8;7;20.1
28.04.2010;Sydney;0;NA;NA;9;32;1016.7;1;24.5
29.04.2010;Sydney;0;NA;NA;17;35;1017;1;24.5
30.04.2010;Sydney;0;NA;NA;13;64;1024.4;7;19.2
01.05.2010;Sydney;1.8;NA;NA;13;74;1024.4;6;20.6
02.05.2010;Sydney;0;NA;NA;2;30;1022.1;1;26.3
03.05.2010;Sydney;0.2;NA;NA;6;60;1024.3;6;22.7
04.05.2010;Sydney;0;NA;NA;17;54;1015.8;5;24.2
05.05.2010;Sydney;0;NA;NA;28;41;1011.3;3;18.1
06.05.2010;Sydney;2;NA;NA;7;34;1018.3;1;21.5
07.05.2010;Sydney;0;NA;NA;6;33;1018.3;1;22.9
08.05.2010;Sydney;0;NA;NA;11;46;1019.3;1;22.6
09.05.2010;Sydney;0;NA;NA;17;50;1018.3;1;22.4
10.05.2010;Sydney;0;NA;NA;19;61;1015.8;1;22
11.05.2010;Sydney;0;NA;NA;30;19;1008.7;1;25.7
12.05.2010;Sydney;0;NA;NA;26;29;1016.9;1;18.5
13.05.2010;Sydney;0;NA;NA;17;36;1015.8;2;20.7
14.05.2010;Sydney;0;NA;NA;22;35;1014.9;2;20.3
15.05.2010;Sydney;0;NA;NA;24;47;1016.1;3;20.5
16.05.2010;Sydney;0;NA;NA;13;60;1018.4;6;19.7
17.05.2010;Sydney;1;NA;NA;4;68;1016.7;8;16.5
18.05.2010;Sydney;13.8;NA;NA;17;92;1017.4;8;14.9
19.05.2010;Sydney;47.8;NA;NA;9;62;1020.3;3;20
20.05.2010;Sydney;1;NA;NA;11;55;1019.9;6;19.3
21.05.2010;Sydney;0;NA;NA;20;58;1017.9;6;18.4
22.05.2010;Sydney;17.2;NA;NA;24;58;1019.7;3;18.4
23.05.2010;Sydney;14.2;NA;NA;11;93;1020.8;6;14.3
24.05.2010;Sydney;5.6;NA;NA;4;68;1015.7;7;17.8
25.05.2010;Sydney;0.8;NA;NA;7;84;1006.3;7;16.8
26.05.2010;Sydney;9;NA;NA;50;94;1004.9;8;15.6
27.05.2010;Sydney;33.6;NA;NA;11;62;1017.6;7;18.3
28.05.2010;Sydney;1.6;NA;NA;7;53;1017.1;5;19.8
29.05.2010;Sydney;3;NA;NA;4;87;1004.7;8;16.2
30.05.2010;Sydney;3;NA;NA;2;56;1002.4;6;18.7
31.05.2010;Sydney;12.8;NA;NA;28;68;1010.2;7;19.1
01.06.2010;Sydney;12.4;NA;NA;19;60;1017.7;7;18.5
02.06.2010;Sydney;0;NA;NA;13;63;1019.6;5;19
03.06.2010;Sydney;6;NA;NA;24;90;1020;7;17.1
04.06.2010;Sydney;26.4;NA;NA;30;94;1015.5;8;16.4
05.06.2010;Sydney;61.4;NA;NA;15;67;1012;7;17.4
06.06.2010;Sydney;0.4;NA;NA;22;70;1015.8;7;15.2
07.06.2010;Sydney;4.2;NA;NA;20;77;1023;7;14.3
08.06.2010;Sydney;0.4;NA;NA;6;62;1018.7;4;16.3
09.06.2010;Sydney;0;NA;NA;30;34;1008.3;3;15.7
10.06.2010;Sydney;0;NA;NA;13;30;1017.7;NA;16.8
11.06.2010;Sydney;0;NA;NA;22;37;1016;1;16.9
12.06.2010;Sydney;0;NA;NA;22;42;1021.7;2;15.8
13.06.2010;Sydney;0;NA;NA;13;50;1028.9;1;17.1
14.06.2010;Sydney;0;NA;NA;2;50;1032;NA;17.8
15.06.2010;Sydney;0;NA;NA;7;56;1028.9;NA;17.6
16.06.2010;Sydney;0;NA;NA;15;59;1024.1;2;18.3
17.06.2010;Sydney;0;NA;NA;22;69;1010.5;5;16.6
19.06.2010;Sydney;NA;NA;NA;30;41;1017.6;NA;18.8
20.06.2010;Sydney;0;NA;NA;7;40;1023.8;NA;20
21.06.2010;Sydney;8.2;NA;NA;17;80;1032.5;4;15.7
22.06.2010;Sydney;3.4;NA;NA;15;78;1035.7;7;14.7
23.06.2010;Sydney;4;NA;NA;6;90;1034.1;7;14.6
24.06.2010;Sydney;18.8;NA;NA;19;64;1027.1;2;17
25.06.2010;Sydney;0;NA;NA;17;65;1020.7;6;18.4
26.06.2010;Sydney;1;NA;NA;17;50;1016.3;2;19.7
27.06.2010;Sydney;0;NA;NA;22;53;1018.9;6;13.9
28.06.2010;Sydney;0;NA;NA;9;36;1017.7;1;15.3
29.06.2010;Sydney;0;NA;NA;6;36;1017;0;14.4
30.06.2010;Sydney;0;NA;NA;4;41;1018.5;1;15.7
01.07.2010;Sydney;0;NA;NA;7;40;1022.8;4;16.9
02.07.2010;Sydney;0;NA;NA;11;65;1023.5;8;11.9
03.07.2010;Sydney;0.6;NA;NA;24;38;1026.1;2;15.6
04.07.2010;Sydney;0;NA;NA;17;56;1026.9;4;16.9
05.07.2010;Sydney;0;NA;NA;11;83;1024.1;8;13.1
06.07.2010;Sydney;4.2;NA;NA;17;67;1015.1;7;15.1
07.07.2010;Sydney;2.6;NA;NA;20;70;1022.5;6;15.3
08.07.2010;Sydney;2;NA;NA;19;92;1025.6;8;12.8
09.07.2010;Sydney;32;NA;NA;9;83;1027.9;7;13.9
10.07.2010;Sydney;4.6;NA;NA;11;65;1025;7;16.6
11.07.2010;Sydney;0.2;NA;NA;7;76;1019.8;7;17.3
12.07.2010;Sydney;0.2;NA;NA;6;61;1021.1;7;16
13.07.2010;Sydney;0;NA;NA;7;78;1014.6;8;17.7
14.07.2010;Sydney;1;NA;NA;22;33;1008.6;1;17.4
15.07.2010;Sydney;0;NA;NA;17;34;1017.1;3;17.4
16.07.2010;Sydney;0;NA;NA;19;46;1024;2;16.2
17.07.2010;Sydney;0;NA;NA;9;39;1024.7;1;18.4
18.07.2010;Sydney;0;NA;NA;7;40;1017.8;1;18.7
19.07.2010;Sydney;0;NA;NA;7;53;1016;7;15
20.07.2010;Sydney;0;NA;NA;19;53;1021.4;3;14.9
21.07.2010;Sydney;6.6;NA;NA;13;54;1024.6;4;15.5
22.07.2010;Sydney;0.4;NA;NA;20;69;1028.1;5;13.6
23.07.2010;Sydney;0.2;NA;NA;20;62;1030.3;7;16.4
24.07.2010;Sydney;4.6;NA;NA;13;54;1027.4;5;17.6
25.07.2010;Sydney;0;NA;NA;15;64;1027.7;5;15.5
26.07.2010;Sydney;16;NA;NA;7;69;1032.6;7;15.5
27.07.2010;Sydney;2.4;NA;NA;9;49;1032.5;7;16.6
28.07.2010;Sydney;2.6;NA;NA;11;90;1024.8;8;14.4
29.07.2010;Sydney;24.2;NA;NA;9;77;1016;7;15.8
30.07.2010;Sydney;3.4;NA;NA;9;62;1013.6;7;21
31.07.2010;Sydney;6.6;NA;NA;28;37;1012;2;20.5
01.08.2010;Sydney;0;NA;NA;26;35;1013;1;20.6
02.08.2010;Sydney;0.4;NA;NA;28;36;1011.6;5;15.1
03.08.2010;Sydney;16.4;NA;NA;NA;62;1016.9;4;15.5
04.08.2010;Sydney;0;NA;NA;9;44;1014.9;1;18.7
05.08.2010;Sydney;0;NA;NA;20;33;1015.1;5;15.8
06.08.2010;Sydney;0;NA;NA;19;40;1019.2;2;15.7
07.08.2010;Sydney;0;NA;NA;20;50;1022.2;5;15.5
08.08.2010;Sydney;0;NA;NA;15;50;1019.1;1;15.2
09.08.2010;Sydney;0;NA;NA;20;58;1020.9;1;17
10.08.2010;Sydney;2.8;NA;NA;13;90;1013.8;8;16.2
11.08.2010;Sydney;4.6;NA;NA;20;35;1003.7;3;17.4
12.08.2010;Sydney;0.2;NA;NA;22;47;1002.3;7;15
13.08.2010;Sydney;0;NA;NA;31;44;1012;1;17
14.08.2010;Sydney;0;NA;NA;6;36;1009.7;0;21.4
15.08.2010;Sydney;0;NA;NA;17;37;1004;2;20
16.08.2010;Sydney;0.4;NA;NA;24;31;1010.3;1;18.3
17.08.2010;Sydney;0;NA;NA;15;26;1019.9;3;15.9
18.08.2010;Sydney;0;NA;NA;19;53;1012;5;17.7
19.08.2010;Sydney;2.2;NA;NA;31;23;1004.6;1;24.4
20.08.2010;Sydney;0;NA;NA;19;26;1010.9;1;19.2
21.08.2010;Sydney;0;NA;NA;30;33;1015.2;2;16.7
22.08.2010;Sydney;0;NA;NA;13;48;1020.4;5;15.7
23.08.2010;Sydney;0;NA;NA;7;65;1010.8;7;13.9
24.08.2010;Sydney;0;NA;NA;22;28;1007.9;2;19.6
25.08.2010;Sydney;0;NA;NA;26;24;1005.2;1;17.2
26.08.2010;Sydney;0;NA;NA;33;33;1000.7;3;16.4
27.08.2010;Sydney;0;NA;NA;28;35;1008;3;18.8
28.08.2010;Sydney;0;NA;NA;19;40;1022.3;1;16.5
29.08.2010;Sydney;0;NA;NA;15;55;1025.9;1;16.3
30.08.2010;Sydney;0;NA;NA;15;56;1024.3;2;16.8
31.08.2010;Sydney;0;NA;NA;22;60;1019.8;5;18.4
01.09.2010;Sydney;0;NA;NA;NA;33;1012.5;7;24.1
02.09.2010;Sydney;0.8;NA;NA;NA;74;1014.4;7;17.8
03.09.2010;Sydney;3.2;NA;NA;NA;64;1023.6;7;16.5
04.09.2010;Sydney;7.4;NA;NA;NA;84;1006.7;8;19
05.09.2010;Sydney;0.6;NA;NA;NA;35;1009.7;2;20.4
06.09.2010;Sydney;0;NA;NA;NA;33;1017.1;6;18.9
07.09.2010;Sydney;0;NA;NA;24;51;1023.3;3;16.1
08.09.2010;Sydney;0;NA;NA;15;54;1023.6;1;17.2
09.09.2010;Sydney;0;NA;NA;6;56;1010.6;8;18
10.09.2010;Sydney;2.4;NA;NA;39;34;1001.3;7;21.2
11.09.2010;Sydney;0.8;NA;NA;15;44;1017.2;1;17.5
12.09.2010;Sydney;0;NA;NA;17;61;1017.8;5;17.6
13.09.2010;Sydney;0;NA;NA;24;24;1012.1;3;23.3
14.09.2010;Sydney;0;NA;NA;28;87;1011.4;8;15.7
15.09.2010;Sydney;21;NA;NA;13;63;1009.6;1;18.8
16.09.2010;Sydney;0;NA;NA;19;30;1010.6;2;20.8
17.09.2010;Sydney;0;NA;NA;19;33;1017.8;5;17.2
18.09.2010;Sydney;0;NA;NA;20;45;1013.8;1;19.5
19.09.2010;Sydney;0;NA;NA;13;66;1019.7;7;17.3
20.09.2010;Sydney;0;NA;NA;20;65;1022.7;5;18.5
21.09.2010;Sydney;0;NA;NA;24;66;1022.3;5;20.4
22.09.2010;Sydney;1.8;NA;NA;22;61;1020.8;1;18.1
23.09.2010;Sydney;0.2;NA;NA;15;63;1022.3;7;17.3
24.09.2010;Sydney;0;NA;NA;13;69;1017.6;0;20.2
25.09.2010;Sydney;0;NA;NA;15;33;1013.5;7;24.8
26.09.2010;Sydney;0;NA;NA;24;74;1017.3;3;19.7
27.09.2010;Sydney;0;NA;NA;7;38;NA;7;26.5
28.09.2010;Sydney;0;NA;NA;17;18;NA;4;26.2
29.09.2010;Sydney;0;NA;NA;26;42;NA;4;16.7
30.09.2010;Sydney;4;NA;NA;19;42;NA;2;16.2
01.10.2010;Sydney;0;NA;NA;19;61;NA;7;17.7
02.10.2010;Sydney;0;NA;NA;20;82;1027.7;NA;16.5
03.10.2010;Sydney;14.2;NA;NA;24;77;1027.4;NA;18.9
04.10.2010;Sydney;12;NA;NA;24;72;1022.8;NA;19.9
05.10.2010;Sydney;2.6;NA;NA;NA;71;NA;2;21.1
06.10.2010;Sydney;0;NA;NA;NA;72;NA;7;21.8
07.10.2010;Sydney;0;SSE;50;24;73;NA;7;18.2
08.10.2010;Sydney;0;ESE;35;19;56;NA;1;19.1
10.10.2010;Sydney;NA;ESE;48;33;53;1031.7;NA;20.7
11.10.2010;Sydney;1.2;ENE;56;20;55;NA;7;20.9
12.10.2010;Sydney;1;NNE;50;28;58;NA;3;21.5
13.10.2010;Sydney;0.4;NNE;39;19;64;NA;5;22.9
14.10.2010;Sydney;2;NNW;41;17;48;1008.1;NA;26.6
15.10.2010;Sydney;0;NNW;76;31;73;989.8;NA;21.8
16.10.2010;Sydney;0.8;WNW;85;48;28;1003.6;NA;15.2
17.10.2010;Sydney;0;W;41;4;30;1011.3;NA;23.3
18.10.2010;Sydney;0;W;39;13;39;NA;1;23.2
19.10.2010;Sydney;3.8;SSE;37;19;53;1026.2;7;17.1
20.10.2010;Sydney;0.2;ENE;37;26;57;1025.6;1;19.8
21.10.2010;Sydney;0;ENE;41;28;58;1022.4;5;21.3
22.10.2010;Sydney;0;NNE;41;19;63;1017.8;4;22.2
23.10.2010;Sydney;0;NW;52;4;82;1015.1;NA;19.3
24.10.2010;Sydney;30.6;SSE;48;20;75;1020.6;NA;15.7
25.10.2010;Sydney;14;SSW;50;22;64;1018.4;6;19.1
26.10.2010;Sydney;0.2;NE;33;24;56;1015;5;22.5
27.10.2010;Sydney;0;SSE;54;26;69;1014.7;7;20.6
28.10.2010;Sydney;1.8;ESE;33;19;53;1020.4;NA;20.2
29.10.2010;Sydney;0.2;ENE;31;15;59;1017.5;7;20.5
30.10.2010;Sydney;0;NE;56;22;64;1012.2;NA;23.8
31.10.2010;Sydney;0;NE;50;28;64;1010.6;NA;24.2
01.11.2010;Sydney;5.2;SSE;48;28;77;1012.1;8;18.6
02.11.2010;Sydney;32.6;WSW;54;24;59;1012.8;7;17.8
03.11.2010;Sydney;0.2;SE;44;24;54;1016.3;3;20.7
04.11.2010;Sydney;0.4;ESE;48;20;68;1020.5;7;17.6
05.11.2010;Sydney;8.4;SE;46;30;53;1022.1;7;17.8
06.11.2010;Sydney;26;ESE;37;15;81;1021.9;NA;16.7
07.11.2010;Sydney;8.8;NE;37;26;59;1018.1;NA;20.7
08.11.2010;Sydney;0;SW;74;28;52;1015.1;7;23.8
09.11.2010;Sydney;5.6;SSE;37;11;54;1024.2;8;23.2
10.11.2010;Sydney;0;N;52;30;72;1017.1;7;23.5
11.11.2010;Sydney;8.6;E;30;24;43;1012;3;25
13.11.2010;Sydney;NA;NNE;43;28;56;1013.5;NA;27.6
14.11.2010;Sydney;0;NNE;50;28;56;1012.8;NA;27.2
15.11.2010;Sydney;0;SSE;30;7;95;1012.6;NA;19.4
16.11.2010;Sydney;21;ESE;35;20;65;1011.3;3;22.8
17.11.2010;Sydney;0.4;SSE;28;15;61;1015.7;6;21
18.11.2010;Sydney;1;NE;35;20;59;1012.2;6;22.6
19.11.2010;Sydney;0;SSE;67;33;58;1024;8;18.5
20.11.2010;Sydney;0;E;30;19;NA;NA;NA;NA
21.11.2010;Sydney;0;ENE;39;26;55;1022.9;NA;22.6
22.11.2010;Sydney;0;NE;44;26;54;1024.3;2;23.2
23.11.2010;Sydney;0;ENE;46;24;NA;NA;NA;NA
24.11.2010;Sydney;0;NE;56;26;58;1022;1;24.1
25.11.2010;Sydney;0;NE;44;20;53;1017.7;1;25.2
26.11.2010;Sydney;0;NE;37;19;72;1015.3;7;22.4
27.11.2010;Sydney;0;NNE;63;28;56;1012;NA;25.5
28.11.2010;Sydney;0;NNE;44;13;64;1010.2;NA;23
29.11.2010;Sydney;5.8;SSW;56;28;77;1012.9;NA;20.8
30.11.2010;Sydney;5.6;SSW;44;17;91;1014.5;8;20.2
01.12.2010;Sydney;27.6;E;43;19;89;1015.3;8;19.9
02.12.2010;Sydney;21;ENE;44;22;78;1015.9;7;22.7
03.12.2010;Sydney;0.2;ENE;43;24;74;1014.7;6;23.2
04.12.2010;Sydney;0;NE;31;19;80;1010.2;NA;22
05.12.2010;Sydney;1.4;E;30;17;NA;NA;NA;NA
06.12.2010;Sydney;1;ESE;28;19;67;1013.3;5;25.5
07.12.2010;Sydney;0;ENE;43;24;63;1015.4;3;25.4
08.12.2010;Sydney;0;NE;63;28;68;1012.5;5;25.7
09.12.2010;Sydney;0;N;31;9;62;1008.2;8;28.3
10.12.2010;Sydney;0;S;46;28;72;1006;7;24
11.12.2010;Sydney;0;NE;39;22;56;1003.1;NA;23.4
12.12.2010;Sydney;0;SSW;46;28;40;1003.7;NA;26.1
13.12.2010;Sydney;0;SSW;44;24;51;1012.7;1;25.5
14.12.2010;Sydney;0;SSE;35;19;NA;NA;NA;NA
15.12.2010;Sydney;0;NNE;43;24;69;1006.7;4;24.7
16.12.2010;Sydney;0;SSE;52;6;91;1006;8;20.6
17.12.2010;Sydney;7.6;NW;41;6;71;1003.5;6;23
18.12.2010;Sydney;0;W;57;26;44;999.6;NA;25.4
19.12.2010;Sydney;0;WSW;65;33;44;995.6;NA;26.4
20.12.2010;Sydney;4.8;W;72;41;32;1000.7;2;21.3
21.12.2010;Sydney;0;W;52;20;26;1007.9;1;27.1
22.12.2010;Sydney;0;SE;41;26;61;1017.6;5;25.2
23.12.2010;Sydney;0;SSE;59;19;57;1016.5;5;26.2
24.12.2010;Sydney;0;SE;44;19;47;1023.7;NA;23.6
25.12.2010;Sydney;0;ENE;43;19;61;1011.4;NA;25.5
26.12.2010;Sydney;0.8;SSE;76;15;56;1001.4;NA;28.7
27.12.2010;Sydney;17;SSE;57;28;78;1005.8;NA;18.9
28.12.2010;Sydney;1.8;SSE;39;19;50;1019.1;NA;20.7
29.12.2010;Sydney;0;NE;48;28;56;1014.8;NA;24.1
30.12.2010;Sydney;0;E;30;20;63;1015.3;NA;24.8
31.12.2010;Sydney;0;NE;46;28;65;1013.9;NA;26.4
01.01.2011;Sydney;0;NE;39;20;58;1010.1;NA;27.1
02.01.2011;Sydney;0;S;52;26;62;1010.8;NA;26.6
03.01.2011;Sydney;5.6;SSW;50;20;84;1013.9;NA;19.2
04.01.2011;Sydney;3;SSE;35;19;60;1011.6;NA;21.8
05.01.2011;Sydney;0;S;26;20;57;1005.8;NA;23
06.01.2011;Sydney;0;S;41;17;57;1011.1;NA;24.9
07.01.2011;Sydney;7.6;ESE;33;17;67;1013;NA;26.5
08.01.2011;Sydney;6.6;ENE;31;20;62;1012.1;NA;26.4
09.01.2011;Sydney;9.4;E;44;20;67;1014.3;NA;26.6
10.01.2011;Sydney;5.4;E;48;26;65;1014.7;NA;26
11.01.2011;Sydney;0.4;ENE;44;20;79;1012.1;NA;24.3
12.01.2011;Sydney;1.6;NE;54;28;71;1011.6;NA;26.4
13.01.2011;Sydney;0.2;ENE;44;28;65;1013.5;NA;24.9
14.01.2011;Sydney;0.2;NNE;54;28;53;1009.3;NA;27.6
15.01.2011;Sydney;0.6;NNE;37;7;61;1007;NA;29.6
16.01.2011;Sydney;0.2;SSW;30;15;65;1007.4;NA;28
17.01.2011;Sydney;0;S;52;24;68;1001.5;NA;26.3
18.01.2011;Sydney;0;E;31;20;57;1007.3;NA;24.8
19.01.2011;Sydney;7.2;E;44;20;73;1009.3;NA;24.5
20.01.2011;Sydney;0.2;E;39;24;55;1013.4;NA;26.3
21.01.2011;Sydney;5.6;NE;41;28;60;1013.1;NA;26.3
22.01.2011;Sydney;0;ENE;31;26;55;1015.2;NA;26.7
23.01.2011;Sydney;0;NNE;50;28;57;1009.1;NA;26.1
24.01.2011;Sydney;0;SSW;69;26;36;1001.4;NA;32.4
25.01.2011;Sydney;0;S;50;20;64;1006.9;NA;27.2
26.01.2011;Sydney;0;SSE;46;15;73;1010.2;NA;27.7
27.01.2011;Sydney;0;S;43;17;71;1011.1;NA;27.3
28.01.2011;Sydney;0;SE;41;24;59;1019.1;NA;24.1
29.01.2011;Sydney;0;E;39;24;48;1021.3;NA;24.6
30.01.2011;Sydney;0;NNE;43;24;56;1016.3;NA;27.5
31.01.2011;Sydney;0;ENE;33;17;49;1011.8;NA;30
01.02.2011;Sydney;0;NNE;37;17;49;1006.9;NA;31.8
02.02.2011;Sydney;0;NE;35;20;70;1012.7;NA;28.4
03.02.2011;Sydney;0;SSW;70;24;54;1009.9;NA;33.6
04.02.2011;Sydney;0;ENE;43;28;73;1011.1;NA;27.8
05.02.2011;Sydney;0;NNW;56;33;22;1006.6;NA;40.9
06.02.2011;Sydney;0;SSE;67;41;77;1016.1;NA;22.8
07.02.2011;Sydney;0.2;S;35;19;58;1020.6;NA;22.6
08.02.2011;Sydney;0.2;ESE;30;17;52;1018.6;NA;24.2
09.02.2011;Sydney;0.4;E;33;11;83;1023.6;NA;21.6
10.02.2011;Sydney;0;NNE;41;24;70;1020.3;NA;24.3
11.02.2011;Sydney;0.2;SSW;39;13;60;1011.4;NA;28.3
12.02.2011;Sydney;1.4;S;52;26;76;1016.4;NA;22.2
13.02.2011;Sydney;9.6;SSE;54;26;88;1018.4;NA;21.3
14.02.2011;Sydney;0.4;SSE;41;19;59;1023.4;NA;23.6
15.02.2011;Sydney;0;ESE;31;20;54;1022;NA;24
16.02.2011;Sydney;2.2;NE;28;19;64;1016.3;NA;25.7
17.02.2011;Sydney;0;NNE;31;15;67;1011.2;NA;26.8
18.02.2011;Sydney;0;S;43;13;70;1014;NA;27
19.02.2011;Sydney;0;NNE;44;28;67;1006.3;NA;28.4
20.02.2011;Sydney;0;ESE;28;13;49;1005.7;NA;32
21.02.2011;Sydney;0;S;65;20;62;1012.4;NA;24.4
22.02.2011;Sydney;0.4;SSE;50;26;78;1022.6;NA;19.2
23.02.2011;Sydney;1.8;SSE;33;20;45;1021.3;NA;26.1
24.02.2011;Sydney;0.4;ENE;35;22;49;1016;NA;24.9
25.02.2011;Sydney;0;E;30;20;41;1012.2;NA;27.1
26.02.2011;Sydney;0;ENE;41;26;65;1009.5;NA;26.8
27.02.2011;Sydney;0;SSW;37;6;63;1007.5;NA;26.9
28.02.2011;Sydney;0.8;N;46;26;65;1007.8;NA;26.1
01.03.2011;Sydney;0.6;SSE;54;17;39;1003.1;NA;32.5
02.03.2011;Sydney;0;SSE;43;11;59;1015;NA;21.2
03.03.2011;Sydney;0;ESE;33;28;35;1007.1;NA;29.5
04.03.2011;Sydney;0;SSE;46;24;63;1009.8;NA;25.4
05.03.2011;Sydney;0.2;ESE;43;28;50;1023.5;NA;22.2
06.03.2011;Sydney;0.2;ESE;35;19;44;1026.3;NA;22.2
07.03.2011;Sydney;0;ENE;33;20;48;1022.2;NA;23.8
08.03.2011;Sydney;0.2;NNE;48;30;60;1015.8;NA;25.2
09.03.2011;Sydney;0;NW;24;17;38;1013.1;NA;30.6
10.03.2011;Sydney;0;SE;24;9;68;1012;NA;25.2
11.03.2011;Sydney;0;ESE;22;19;76;1015.3;NA;25.3
12.03.2011;Sydney;1;NA;NA;20;69;1019.2;NA;26.1
13.03.2011;Sydney;0.2;NA;NA;22;60;1018.2;NA;27.2
14.03.2011;Sydney;0;S;59;31;79;1020.6;NA;22.3
15.03.2011;Sydney;0.8;W;28;15;62;1018.2;NA;24.5
16.03.2011;Sydney;0;ESE;33;20;65;1016.8;NA;25.3
17.03.2011;Sydney;5.6;S;31;17;66;1017;NA;25.8
18.03.2011;Sydney;0;ESE;39;20;67;1014;NA;24.8
19.03.2011;Sydney;10.4;ESE;46;24;84;1011.8;NA;22.9
20.03.2011;Sydney;99.4;E;59;39;81;1010.1;NA;22.2
21.03.2011;Sydney;20.8;ENE;57;19;82;1003.3;NA;24
22.03.2011;Sydney;27.8;ENE;24;20;73;999.4;NA;26.2
23.03.2011;Sydney;0.8;W;39;13;41;1000.4;NA;29.6
24.03.2011;Sydney;0.2;WNW;57;35;36;1003.2;NA;26.3
25.03.2011;Sydney;0;W;46;13;42;1008.7;NA;24.8
26.03.2011;Sydney;0;S;56;20;77;1020.1;NA;18.6
27.03.2011;Sydney;5;SSE;41;19;87;1024.5;NA;18.4
28.03.2011;Sydney;5.8;E;33;15;59;1025.5;NA;23.5
29.03.2011;Sydney;10.8;NE;43;24;59;1022.3;NA;24.3
30.03.2011;Sydney;0;WSW;41;17;61;1016.1;NA;26
31.03.2011;Sydney;1.8;SSE;43;20;68;1022.9;NA;20.9
01.05.2011;Sydney;3.6;SSW;28;13;57;1015.9;NA;21.6
02.05.2011;Sydney;0;W;31;13;75;1014.7;NA;18.1
03.05.2011;Sydney;0.6;S;41;20;66;1013.7;NA;18.5
04.05.2011;Sydney;0.4;NA;NA;20;54;1015.6;NA;20.7
05.05.2011;Sydney;0.2;SSW;50;26;51;1021.3;NA;18.8
06.05.2011;Sydney;0;SSE;33;17;48;1020.4;NA;18.4
07.05.2011;Sydney;0;W;35;9;52;1015.2;NA;19.6
08.05.2011;Sydney;0;SW;31;11;34;1010.4;NA;21.6
09.05.2011;Sydney;0;NA;NA;31;63;1013.7;NA;16.9
10.05.2011;Sydney;4.4;SSW;44;22;45;1013.1;NA;17.6
11.05.2011;Sydney;0.2;W;56;28;37;1006.4;NA;14.8
12.05.2011;Sydney;0;WSW;43;24;27;1009.3;NA;16.2
13.05.2011;Sydney;0;SW;41;20;40;1008.1;NA;19.8
14.05.2011;Sydney;0;WSW;52;20;33;1017.6;NA;16.2
15.05.2011;Sydney;0;WSW;41;11;36;1026.9;NA;19
16.05.2011;Sydney;0;W;30;13;48;1026.2;NA;17.5
17.05.2011;Sydney;0;W;30;17;59;1028.1;NA;18.9
18.05.2011;Sydney;0;W;28;9;58;1029.6;NA;19.4
19.05.2011;Sydney;2.6;N;26;17;70;1028.2;NA;19.3
20.05.2011;Sydney;0;WNW;20;11;69;1024.4;NA;19.8
21.05.2011;Sydney;0;W;22;11;56;1021.5;NA;20.9
22.05.2011;Sydney;0;NNE;26;11;59;1015.3;NA;20.6
23.05.2011;Sydney;1;NW;52;26;37;1001.4;NA;22.4
24.05.2011;Sydney;0;WNW;39;19;75;1005;NA;15.5
25.05.2011;Sydney;12;SW;69;31;69;1011.1;NA;13.9
26.05.2011;Sydney;9.4;SW;39;17;51;1015.1;NA;19.3
27.05.2011;Sydney;0;W;31;13;62;1017.8;NA;16.2
28.05.2011;Sydney;0;SSE;37;19;67;1022.5;NA;16.8
29.05.2011;Sydney;0;S;31;17;77;1021.9;NA;16.7
30.05.2011;Sydney;36;ESE;94;17;91;1018.4;NA;14
31.05.2011;Sydney;65.2;E;70;31;62;1019.3;NA;19.6
